item_id,similar_items,similar_scores
7105,6395 1384 12565 4716 609 9407 10928 6477 4680 9433,0.381723 0.285328 0.225522 0.204443 0.198757 0.193105 0.188623 0.180625 0.177962 0.172640
7106,1268 4209 6159 6252 8555 7947 3576 11242 6174 3273,0.552434 0.312643 0.250869 0.249142 0.243260 0.243160 0.208866 0.200667 0.198785 0.198523
7107,3863 2055 5318 8391 9720 2953 6096 495 14843 14417,0.463771 0.460268 0.385491 0.374387 0.292391 0.272272 0.248079 0.242794 0.230399 0.212879
7108,12082 11439 5445 5446 7623 12078 12079 11225 12607 11435,0.321632 0.319749 0.282364 0.277612 0.276809 0.257054 0.257054 0.256198 0.250674 0.247324
7109,5336 7257 5337 623 1178 367 8948 11097 1466 1464,1.000000 1.000000 0.609006 0.393852 0.288308 0.284124 0.284124 0.284124 0.271221 0.271221
7110,14407 14508 10871 11820 367 8948 11097 3877 8766 4231,0.711393 0.692664 0.629307 0.533412 0.304064 0.304064 0.304064 0.276111 0.271271 0.265022
7111,8475 80 15013 11718 7124 14850 13388 4433 11126 110,0.890381 0.890381 0.890381 0.858555 0.752080 0.740218 0.731356 0.728002 0.726396 0.724830
7112,75 11314 3055 9119 12810 7121 11378 14876 15184 93,0.545921 0.440265 0.440265 0.440265 0.440265 0.440265 0.440265 0.440265 0.440265 0.440265
7113,4431 14558 9119 11314 3055 14296 14876 14898 11185 14382,1.000000 0.744905 0.744905 0.744905 0.744905 0.744905 0.744905 0.744905 0.744905 0.744905
7114,52 10820 10715 14875 4432 7118 15212 15211 7159 14979,1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
7115,7118 15067 14619 15247 4432 10715 7114 8587 10820 15112,0.752328 0.752328 0.752328 0.752328 0.752328 0.752328 0.752328 0.752328 0.752328 0.752328
7116,110 7127 4431 7113 12550 9043 11314 14898 11378 12810,0.626726 0.623014 0.430105 0.430105 0.322262 0.320388 0.320388 0.320388 0.320388 0.320388
7117,14560 13135 13827 179 15013 8475 80 11718 7111 7124,0.814969 0.797452 0.718552 0.716739 0.616599 0.616599 0.616599 0.594559 0.549008 0.520824
7118,52 10820 10715 14875 4432 7114 15212 15211 7159 14979,1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
7119,15003 7135 14898 101 2204 11185 93 3055 12810 14558,0.498950 0.440973 0.386821 0.386821 0.386821 0.386821 0.386821 0.386821 0.386821 0.386821
7120,15211 14619 7114 14875 7118 15247 52 7159 15212 10820,0.835809 0.835809 0.835809 0.835809 0.835809 0.835809 0.835809 0.835809 0.835809 0.835809
7121,14296 15045 11378 93 11314 14550 2204 12810 14558 15184,1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
7122,7125 15060 13414 15045 12810 11314 14382 2204 9119 3055,1.000000 0.856796 0.685403 0.515656 0.515656 0.515656 0.515656 0.515656 0.515656 0.515656
7123,9821 14619 4432 12062 112 7159 14979 7114 15247 7118,0.816921 0.816046 0.816046 0.816046 0.816046 0.816046 0.816046 0.816046 0.816046 0.816046
7124,15013 80 8475 11718 7111 14850 13388 11126 53 12427,0.844673 0.844673 0.844673 0.814481 0.752080 0.702219 0.693811 0.689106 0.629612 0.621926
7125,7122 15060 13414 15045 12810 11314 14382 2204 9119 3055,1.000000 0.856796 0.685403 0.515656 0.515656 0.515656 0.515656 0.515656 0.515656 0.515656
7126,6656 13898 12864 13175 10705 3650 7511 14382 14296 12810,0.451089 0.360821 0.360821 0.360821 0.310358 0.300252 0.295936 0.293615 0.293615 0.293615
7127,7116 110 3620 9065 4431 7113 6046 7135 11550 34,0.623014 0.550997 0.426967 0.382080 0.378134 0.378134 0.335140 0.321106 0.318005 0.313737
7128,5642 9914 8349 8797 92 10820 15247 10715 14875 8587,0.567291 0.556690 0.546236 0.530023 0.530023 0.515505 0.515505 0.515505 0.515505 0.515505
7129,15215 15247 11313 112 12062 14406 14979 8050 4432 8587,0.777177 0.763111 0.763111 0.763111 0.763111 0.763111 0.763111 0.763111 0.763111 0.763111
7130,7129 15215 78 11313 8050 14979 7118 14875 15112 15247,0.713907 0.597186 0.586377 0.586377 0.586377 0.586377 0.586377 0.586377 0.586377 0.586377
7131,11662 3915 3189 5030 5723 1993 6050 546 12246 4197,1.000000 0.385540 0.385540 0.385540 0.385540 0.360466 0.356797 0.356797 0.356797 0.356797
7132,8797 92 15215 12062 4432 7114 11313 7118 8050 7159,0.741867 0.741867 0.734845 0.721545 0.721545 0.721545 0.721545 0.721545 0.721545 0.721545
7133,5425 10327 6195 2693 1055 3454 7907 3243 4875 1065,0.891919 0.756235 0.756235 0.756235 0.756235 0.741994 0.725582 0.707643 0.650883 0.629381
7134,91 14578 3063 53 4426 15288 113 11392 8413 8999,0.873852 0.751074 0.652509 0.635693 0.615114 0.523088 0.489291 0.461982 0.429480 0.354506
7135,15003 15184 101 14382 11378 93 12810 7121 15045 11314,0.883802 0.877199 0.877199 0.877199 0.877199 0.877199 0.877199 0.877199 0.877199 0.877199
7136,8587 15067 12062 7114 14875 8050 15247 4432 7118 14979,0.721378 0.721378 0.721378 0.721378 0.721378 0.721378 0.721378 0.721378 0.721378 0.721378
7137,4144 11713 6973 6970 4143 4049 3765 2072 3549 5858,0.873438 0.869767 0.847913 0.847913 0.828465 0.566869 0.551464 0.551464 0.540802 0.536267
7138,14206 5499 9844 14502 14252 8368 4055 8273 9182 15243,0.426679 0.360105 0.336831 0.334783 0.329336 0.326983 0.321219 0.312195 0.271421 0.249085
7139,3547 3545 3546 3216 3544 3543 4979 1943 7152 506,0.940575 0.916046 0.916046 0.916046 0.864210 0.818485 0.807765 0.732879 0.636042 0.636042
7140,5423 5210 4977 4147 875 2297 1080 1750 2990 3286,0.767008 0.754469 0.634492 0.631625 0.619365 0.619204 0.610408 0.604156 0.590823 0.568844
7141,8133 2149 14143 7276 2061 231 1195 10011 3861 3862,0.495783 0.427293 0.391409 0.377668 0.370228 0.323310 0.297699 0.281154 0.273333 0.257703
7142,9812 1543 12544 11166 8638 1542 10860 8212 1541 5517,0.898814 0.898814 0.723941 0.539290 0.538711 0.447300 0.370893 0.360503 0.358374 0.341056
7143,9875 686 2755 1375 662 3131 4930 10636 8413 7759,0.611480 0.603862 0.552461 0.541447 0.534099 0.492631 0.489042 0.455144 0.415162 0.411911
7144,6663 9609 1383 6894 6980 279 12455 6623 10634 2568,0.408574 0.314149 0.311084 0.297394 0.284837 0.277277 0.260116 0.254905 0.248452 0.238034
7145,4253 13807 12388 15055 6569 9263 3327 5893 5154 5422,0.830465 0.785541 0.608908 0.576111 0.499955 0.453161 0.405199 0.405199 0.405199 0.405199
7146,3092 4995 3073 9075 3560 1343 10430 11931 8488 4996,0.516499 0.420975 0.409589 0.409589 0.374046 0.359305 0.319407 0.307400 0.294512 0.293054
7147,7016 11186 14582 14339 11092 13685 14765 13852 13737 9308,0.557803 0.535946 0.452897 0.446860 0.435005 0.428432 0.412731 0.386751 0.273242 0.265436
7148,11632 10266 7318 12463 399 4728 8619 4206 6071 1662,0.601824 0.301527 0.284659 0.253713 0.250388 0.248728 0.241934 0.234889 0.213825 0.212004
7149,3359 878 4848 3505 8962 6076 5618 7827 7238 2263,0.492601 0.458752 0.429522 0.423798 0.331186 0.288735 0.287467 0.257790 0.251423 0.238450
7150,3354 8192 10759 3355 6564 3297 2349 6864 12002 5760,0.394840 0.371582 0.368055 0.348399 0.344290 0.325071 0.305198 0.304076 0.295700 0.282165
7151,2720 2993 3358 1056 3303 4779 2697 10710 2343 7907,0.630201 0.592296 0.533499 0.518699 0.504676 0.485222 0.414165 0.392885 0.387418 0.384986
7152,506 1943 7776 4052 3546 3545 3216 3547 7139 3544,1.000000 0.829158 0.816476 0.807767 0.694335 0.694335 0.694335 0.676227 0.636042 0.621325
7153,363 5750 3403 10790 5096 374 2134 11915 2308 8480,0.576338 0.559169 0.542798 0.540411 0.533892 0.532120 0.531342 0.521037 0.518106 0.477423
7154,14824 2554 2513 2185 3742 11876 2520 6892 13042 3818,0.699695 0.585839 0.585839 0.585839 0.585839 0.585839 0.585839 0.585839 0.585839 0.585839
7155,5316 2956 5135 2556 3818 11376 8872 2554 12222 4635,0.571580 0.448706 0.437189 0.436076 0.344429 0.344429 0.344429 0.344429 0.344429 0.344429
7156,2569 5236 11376 13890 3818 13042 3742 11876 140 8722,0.966817 0.631310 0.577310 0.577310 0.577310 0.577310 0.577310 0.577310 0.577310 0.577310
7157,9902 9901 3475 5236 61 8722 4635 2513 2554 8776,0.704468 0.697073 0.666577 0.560760 0.512795 0.512795 0.512795 0.512795 0.512795 0.512795
7158,2536 2520 4866 2503 8722 6892 13042 140 14825 3742,0.456064 0.456064 0.456064 0.456064 0.456064 0.456064 0.456064 0.456064 0.456064 0.456064
7159,52 10820 10715 14875 4432 7114 7118 15212 15211 14979,1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
7160,4849 9928 10479 2124 7734 8690 2551 8872 13890 13042,0.519692 0.360710 0.360710 0.360710 0.360710 0.341028 0.338336 0.338336 0.338336 0.338336
7161,10312 15267 12861 9434 12474 12472 10788 5115 7086 5886,0.478619 0.470300 0.434288 0.431663 0.413759 0.390328 0.390328 0.378164 0.378136 0.353564
7162,320 8131 13646 5955 4790 4148 11697 4984 6137 8769,0.763418 0.741002 0.705039 0.671690 0.596732 0.590485 0.495468 0.192109 0.181422 0.173644
7163,6130 8516 11902 6131 6104 4698 6881 14822 4871 358,0.496149 0.482611 0.428179 0.416548 0.416216 0.403447 0.400204 0.399010 0.396967 0.392593
7164,7906 6893 11080 7301 7495 611 115 5753 4482 9024,0.656847 0.638811 0.534862 0.509785 0.457085 0.416096 0.398310 0.390173 0.384549 0.361800
7165,7166 12930 9395 6945 3644 1380 814 2864 12925 5246,0.707539 0.632363 0.614360 0.600058 0.518293 0.476761 0.456060 0.431307 0.399089 0.387042
7166,7165 6945 6611 814 9395 8290 3644 7169 10164 2847,0.707539 0.555282 0.552876 0.504310 0.501088 0.483139 0.480838 0.480312 0.416178 0.412152
7167,12072 8165 10190 10189 3231 7474 1117 10087 4668 6667,0.395857 0.335825 0.335316 0.335316 0.322375 0.316511 0.286631 0.264982 0.252685 0.248985
7168,14687 14780 14171 8139 13096 9623 11259 10312 14675 13639,0.524583 0.516798 0.511917 0.445365 0.412456 0.364846 0.320355 0.312594 0.308689 0.299562
7169,6611 8290 7166 5246 2847 2865 1110 12930 1379 2864,0.583701 0.518060 0.480312 0.466801 0.447909 0.395501 0.383088 0.373112 0.370192 0.367312
7170,15148 14874 7639 9833 9550 14432 10928 7027 3941 8437,0.480892 0.460795 0.410902 0.384002 0.353470 0.351594 0.336272 0.333789 0.317989 0.317046
7171,3747 2848 5246 12925 12930 2864 11839 6180 2865 3997,0.572666 0.482120 0.464052 0.429346 0.429191 0.420434 0.415070 0.399839 0.372256 0.370005
7172,4731 6250 6060 12149 8208 10312 10228 4992 13978 11249,0.336748 0.316471 0.312153 0.268164 0.267461 0.256324 0.254819 0.253631 0.241428 0.235622
7173,7163 9290 358 8170 13148 10312 6621 10782 12861 9434,0.339169 0.333379 0.318449 0.318314 0.278291 0.265846 0.256566 0.241799 0.241222 0.239764
7174,5885 10975 459 3465 9847 9290 3249 2278 2277 6227,0.459277 0.359384 0.332896 0.332792 0.328417 0.316443 0.274383 0.267134 0.267134 0.266782
7175,10110 1703 10346 7272 9900 7237 5885 8633 7851 318,0.278942 0.278868 0.263722 0.263265 0.242663 0.240521 0.238965 0.236551 0.229005 0.227809
7176,2185 6892 2554 11059 2551 8722 8872 11481 12222 4635,0.543955 0.543955 0.543955 0.543955 0.543955 0.543955 0.543955 0.543955 0.543955 0.543955
7177,5517 15251 9421 9361 4657 4664 1131 11166 8638 14160,0.595398 0.595398 0.445232 0.424362 0.416099 0.414109 0.402562 0.392410 0.391989 0.387838
7178,10913 15219 10813 11251 12866 11776 11252 11571 13557 15218,0.833142 0.743439 0.726733 0.648175 0.643505 0.643505 0.620096 0.505660 0.416000 0.397672
7179,720 721 1133 718 14495 14561 14830 15225 9420 15096,0.455469 0.391982 0.372572 0.366910 0.357062 0.353481 0.336591 0.334208 0.313278 0.303777
7180,14561 10489 12028 1538 13894 15096 1133 15145 14268 15053,0.464024 0.456680 0.446634 0.391276 0.387566 0.370272 0.350594 0.345759 0.339265 0.339194
7181,5989 6955 5137 12847 1463 6670 1899 6199 13752 4203,0.501174 0.467484 0.463969 0.445146 0.385160 0.379788 0.346776 0.326915 0.312523 0.307652
7182,6514 10482 10338 6426 5127 311 5128 880 4912 4740,0.316014 0.307599 0.280088 0.272096 0.253169 0.251101 0.238805 0.236247 0.236033 0.230594
7183,9650 11994 7802 8425 6349 13706 7967 6865 3610 9139,0.413596 0.267501 0.265900 0.264915 0.260730 0.241058 0.229368 0.219555 0.215869 0.215204
7184,3948 3961 10467 6817 11173 6191 8179 2256 14168 14721,0.504703 0.405089 0.396820 0.372416 0.359273 0.348554 0.324363 0.307059 0.304288 0.300984
7185,47 9390 11759 5835 5826 7800 7570 9567 2498 10296,0.653003 0.653003 0.512927 0.478093 0.440382 0.439449 0.418383 0.416793 0.410311 0.389919
7186,7580 3583 3640 14710 2341 11021 3639 2501 218 8636,0.322529 0.240621 0.236841 0.225260 0.224798 0.218345 0.217702 0.213985 0.200676 0.198524
7187,2066 9920 5544 3184 1975 6568 13751 10910 7419 7017,0.331323 0.290456 0.270851 0.260374 0.258150 0.257738 0.249513 0.240414 0.239312 0.239240
7188,14809 15165 919 13246 12997 1884 13609 8323 13433 5572,0.583907 0.503834 0.488446 0.437647 0.423029 0.414310 0.385901 0.371311 0.371311 0.366138
7189,5951 8289 31 3978 30 2099 10485 10430 8486 13735,0.649282 0.456791 0.387180 0.373373 0.351299 0.340903 0.283576 0.246924 0.231736 0.214743
7190,12950 14912 11200 11169 1890 1956 7045 2786 5 4497,0.442476 0.425687 0.405004 0.350962 0.333055 0.323423 0.317609 0.306989 0.290952 0.270525
7191,7291 3625 7258 12673 11823 1240 12289 12574 12134 3619,0.383721 0.317599 0.283584 0.280644 0.274684 0.269387 0.261865 0.251539 0.232751 0.232288
7192,3232 4325 4833 8751 3382 5055 8554 3353 5821 1733,0.670207 0.522403 0.517101 0.496369 0.480373 0.419228 0.405020 0.345380 0.343656 0.270698
7193,3728 8015 292 9039 3808 13331 5587 14689 7703 31,0.322332 0.317999 0.316861 0.305569 0.290245 0.287502 0.284720 0.283980 0.280507 0.265768
7194,10238 3624 7195 896 11083 3299 3606 10066 3607 10736,0.762459 0.581241 0.509866 0.307839 0.302452 0.295876 0.293539 0.270028 0.258177 0.255221
7195,10238 3624 7194 10736 3607 3629 2338 10261 14539 472,0.614589 0.613284 0.509866 0.471429 0.437567 0.421324 0.372086 0.325371 0.316324 0.315634
7196,5106 3808 7703 5587 896 3299 11083 3484 10066 10238,0.375503 0.335121 0.296384 0.294097 0.293531 0.253318 0.245610 0.239087 0.231188 0.227690
7197,4631 6589 6831 6950 6060 13141 7952 3535 14754 13840,0.433968 0.391814 0.343547 0.301002 0.298731 0.254721 0.242792 0.234222 0.229921 0.226860
7198,3354 12102 2345 3355 590 10386 1906 6882 12002 3192,0.696859 0.523666 0.513700 0.510175 0.481618 0.428004 0.422338 0.411807 0.404201 0.398881
7199,9829 13631 14997 8873 14813 8319 2851 6985 10422 5037,0.513593 0.471726 0.339073 0.339073 0.326866 0.310458 0.293456 0.257683 0.249580 0.236217
7200,14040 8929 4538 1559 8009 13269 7550 7548 14446 14100,0.524608 0.500945 0.383063 0.382124 0.358796 0.329611 0.294485 0.294065 0.292553 0.280688
7201,5323 7243 5088 12029 5054 7361 11423 10245 9142 11672,0.410029 0.401490 0.266071 0.261917 0.256355 0.256355 0.249619 0.247893 0.244048 0.239741
7202,4418 7448 11007 14800 6301 254 8034 14925 2508 13625,0.349973 0.310613 0.279878 0.265727 0.247492 0.223710 0.218321 0.201643 0.196384 0.186287
7203,12661 13143 2128 12809 10711 7085 12664 12662 602 7882,0.447374 0.408868 0.408868 0.408868 0.408868 0.289401 0.267064 0.245409 0.227397 0.217532
7204,12479 4706 13384 13536 4466 5244 4172 12728 5962 1716,0.436858 0.429207 0.400611 0.379716 0.372138 0.329047 0.300722 0.266384 0.239895 0.234735
7205,7662 7779 7713 6869 10406 5889 8440 3125 7515 6312,0.690111 0.690111 0.581055 0.539585 0.533982 0.525791 0.515457 0.433930 0.429217 0.402386
7206,7662 7779 1603 10153 7713 194 6869 10406 5889 8440,0.382281 0.382281 0.363307 0.346619 0.321870 0.300888 0.298898 0.295795 0.291257 0.285533
7207,3116 8510 8135 1032 9523 5166 8303 10591 2449 6607,0.480559 0.479682 0.467991 0.456809 0.439949 0.390416 0.385881 0.377265 0.358091 0.323613
7208,8149 7209 7348 11824 10699 780 8600 6549 831 14863,0.404095 0.382013 0.365921 0.240818 0.230237 0.208923 0.196919 0.195621 0.191084 0.177825
7209,8149 11917 14863 7208 192 14496 14094 7348 10012 6830,0.644341 0.450712 0.403141 0.382013 0.304942 0.271933 0.257208 0.246907 0.238551 0.219920
7210,13783 4966 1978 1610 5645 8356 3032 12321 7615 5113,0.416923 0.396358 0.370739 0.352129 0.329305 0.279577 0.273970 0.255042 0.250708 0.249754
7211,11329 10412 1676 7855 6729 12712 7983 3939 14322 5960,0.562793 0.464289 0.464289 0.427518 0.328240 0.314171 0.299487 0.281617 0.268580 0.265607
7212,7513 4482 755 12486 2764 12419 5838 10966 1247 12774,0.474120 0.351597 0.327071 0.296739 0.287757 0.275890 0.274011 0.271308 0.270374 0.270291
7213,5340 14967 7841 1877 11961 5483 10767 4807 4872 2632,0.539911 0.507506 0.491298 0.478952 0.469230 0.385615 0.366637 0.363231 0.357439 0.315529
7214,6998 6303 3816 3514 14557 2020 11455 2261 12164 5147,0.636634 0.555687 0.549727 0.529972 0.497610 0.417607 0.417607 0.406294 0.404969 0.404969
7215,1771 10543 11569 11351 13565 13786 5867 7094 4606 2890,0.828561 0.582525 0.490312 0.481624 0.476068 0.466162 0.436049 0.430844 0.412769 0.406264
7216,7217 4689 3443 14354 12936 5875 5854 4690 10698 6363,0.476331 0.423441 0.418917 0.408640 0.400528 0.398561 0.377950 0.377887 0.308211 0.305433
7217,4689 7216 14354 3443 5854 12936 4690 10074 10698 5875,0.502576 0.476331 0.472241 0.454482 0.438169 0.427031 0.412958 0.402125 0.388072 0.381679
7218,10088 7095 4533 10824 12657 2454 4609 13573 2408 6446,0.665762 0.519363 0.463895 0.372684 0.317017 0.292486 0.285243 0.254920 0.237033 0.225651
7219,7220 12389 4697 1764 13167 15148 666 14911 4940 6103,0.403543 0.311112 0.302338 0.300857 0.297986 0.287439 0.250782 0.247680 0.236254 0.235092
7220,11031 6784 6780 3758 7219 2982 6779 11597 7572 4703,0.454891 0.449438 0.444407 0.443884 0.403543 0.342445 0.339563 0.304426 0.301483 0.288642
7221,10354 6703 3078 3076 3077 14440 5224 11219 1714 6704,0.450485 0.410566 0.362304 0.291350 0.290939 0.267115 0.266047 0.260597 0.251995 0.251319
7222,8152 8160 5129 6542 1155 11226 3072 10987 5868 13989,0.550217 0.449625 0.394505 0.343451 0.305494 0.300271 0.297556 0.293250 0.286509 0.284931
7223,6032 8530 6517 3039 1447 5014 2798 13086 3370 14088,0.393915 0.293758 0.291663 0.257799 0.251001 0.228506 0.211514 0.203800 0.202634 0.193336
7224,12114 2614 12113 6754 8709 5570 14021 4840 10731 6415,0.587311 0.512700 0.473758 0.467382 0.463217 0.452927 0.414068 0.399693 0.398505 0.387443
7225,13337 11825 3888 12814 9518 8596 7268 422 2234 11824,0.473212 0.440537 0.429789 0.388977 0.337948 0.336064 0.308283 0.275883 0.258676 0.249875
7226,3360 8421 14563 14441 14536 9368 3801 14944 14067 8407,0.504178 0.478335 0.451347 0.421547 0.412302 0.405252 0.385910 0.357644 0.306867 0.292731
7227,1999 14463 14071 11821 2663 11365 14981 13318 14333 4092,0.414770 0.399029 0.357046 0.346844 0.312201 0.306922 0.302661 0.292224 0.218983 0.213527
7228,8341 11788 11231 6065 11533 8333 4136 12817 10280 14800,0.763181 0.592594 0.538337 0.514766 0.480564 0.378547 0.250447 0.231873 0.226354 0.220012
7229,8950 12483 13623 3944 3879 13747 12603 12335 12570 8058,0.364746 0.271078 0.253827 0.244386 0.239420 0.225558 0.222712 0.222148 0.217104 0.212290
7230,14620 7731 14621 9768 13221 941 10078 3741 10276 13273,0.536545 0.518725 0.502415 0.466625 0.422091 0.405292 0.377792 0.370028 0.363545 0.359723
7231,1400 11310 2358 3099 9413 7012 4208 14697 10250 9251,0.338139 0.336257 0.332483 0.323908 0.320083 0.308748 0.304182 0.300404 0.290336 0.284633
7232,11553 14141 11253 9907 3700 1478 842 12442 5973 5003,0.938232 0.800300 0.757471 0.694958 0.626928 0.540905 0.522512 0.489700 0.484069 0.464952
7233,6196 14580 13558 7847 15026 4445 4336 10335 8400 4367,0.767446 0.579224 0.574212 0.574212 0.536477 0.494270 0.374634 0.326196 0.277510 0.271682
7234,10640 11975 8977 9375 333 2600 335 5809 9373 5807,0.498214 0.497784 0.482082 0.475008 0.441598 0.435519 0.433701 0.368128 0.365200 0.353574
7235,1599 2013 4803 14489 6921 1462 8961 1800 4825 2423,0.490903 0.398503 0.386817 0.380635 0.360134 0.343089 0.311602 0.310981 0.307901 0.306620
7236,7241 13039 7242 6720 3073 9075 6722 6721 10553 6723,0.700299 0.522126 0.510005 0.499388 0.484935 0.484935 0.457729 0.443727 0.414503 0.409587
7237,10346 12172 2947 318 6716 13613 7685 6712 4751 6412,0.681938 0.570946 0.570946 0.440419 0.430102 0.408598 0.401056 0.387774 0.382153 0.379014
7238,8962 8856 5893 12246 1233 4771 1213 1203 8352 4197,0.759158 0.513936 0.513936 0.513936 0.513936 0.513936 0.513936 0.513936 0.513936 0.513936
7239,5755 7975 5728 1685 1831 4768 11161 7240 9811 4021,1.000000 0.939960 0.564091 0.541703 0.517195 0.517195 0.517195 0.490535 0.436542 0.400121
7240,4244 7975 212 7239 5755 6027 6197 505 4885 6052,0.575742 0.521868 0.502466 0.490535 0.490535 0.460675 0.370480 0.340088 0.332711 0.318311
