i,Title,Author,description,api_title,api_authors,api_source,api_query
8271,En forêt /,"Luneau, Patrick","En forêt / is a book by Luneau, Patrick. It is associated with the following themes: Loisirs de plein air, Forêts, Ouvrages pour la jeunesse. The book is published by Salamandre.",,,Local metadata fallback,
8272,Hadès et Perséphone /,"St. Clair, Scarlett","Hadès et Perséphone / is a book by St. Clair, Scarlett. It is associated with the following themes: Romance érotique, Roman américain. The book is published by Hugo Roman.",,,Local metadata fallback,
8273,A l'écoute de la forêt /,"Zürcher, Ernst","A l'écoute de la forêt / is a book by Zürcher, Ernst. It is associated with the following themes: Plantes des forêts, Forêts--Découverte et exploration, Ouvrages pour la jeunesse. The book is published by Editions Favre.",,,Local metadata fallback,
8274,Ingénieuse Eugénie /,"Wilsdorf, Anne","Ingénieuse Eugénie / is a book by Wilsdorf, Anne. The book is published by La Joie de lire.",,,Local metadata fallback,
8275,Mon coffret de lecture Montessori : 3-6 ans /,"Kirchner, Marie","Mon coffret de lecture Montessori : 3-6 ans / is a book by Kirchner, Marie. It is associated with the following themes: Lecture--Étude et enseignement, Méthode Montessori. The book is published by Nathan.",,,Local metadata fallback,
8276,Mon coffret Montessori d'éveil musical : 3-6 ans /,"Blin, Emmanuelle","Mon coffret Montessori d'éveil musical : 3-6 ans / is a book by Blin, Emmanuelle. It is associated with the following themes: Musique--Étude et enseignement (primaire), Jeux musicaux, Activités d'éveil, Méthode Montessori. The book is published by Nathan.",,,Local metadata fallback,
8277,Des femmes dans la mafia : madones ou marraines ? /,"Kahn, Milka","Des femmes dans la mafia : madones ou marraines ? / is a book by Kahn, Milka. The book is published by Nouveau Monde éditions.",,,Local metadata fallback,
8278,Le récit de vie : l'enquête et ses méthodes /,"Bertaux, Daniel","Le récit de vie : l'enquête et ses méthodes / is a book by Bertaux, Daniel. It is associated with the following themes: histoire de vie--sciences sociales--* méthodologie, enquête--questionnaire--* ethnosociologie--[guide]. The book is published by A Colin.",,,Local metadata fallback,
8279,Cessez d'être gentil soyez vrai ! : être avec les autres en restant soi-même /,"Ansembourg, Thomas d'","Cessez d'être gentil soyez vrai ! : être avec les autres en restant soi-même / is a book by Ansembourg, Thomas d'. It is associated with the following themes: relations interpersonnelles--[manuel], personnalité - développement, Interpersonal Relations, Personality Development. The book is published by Les Ed de l'Homme.",,,Local metadata fallback,
8280,Ma cuisine pour toute la famille /,"Mills, Ella","Ma cuisine pour toute la famille / is a book by Mills, Ella. It is associated with the following themes: Cuisine végétalienne, Guides pratiques. The book is published by Hachette Livre / Marabout.",,,Local metadata fallback,
8281,"""Candide, ou, L'optimisme"" (1759), Voltaire /","Dumeste, Marie-Hélène","""Candide, ou, L'optimisme"" (1759), Voltaire / is a book by Dumeste, Marie-Hélène. It is associated with the following themes: Voltaire.--""Candide""--[manuel]. The book is published by Hatier.",,,Local metadata fallback,
8282,Les couleurs de nos souvenirs /,"Pastoureau, Michel","Les couleurs de nos souvenirs / is a book by Pastoureau, Michel. It is associated with the following themes: couleur--culture--sémantique--* anthropologie symbolique, couleur--souvenir (psychologie). The book is published by Ed du Seuil.",,,Local metadata fallback,
8283,La petite boutique aux poisons /,"Penner, Sarah","La petite boutique aux poisons / is a book by Penner, Sarah. The book is published by Faubourg Marigny.",,,Local metadata fallback,
8284,La grosse bêtise /,"Desbordes, Astrid","La grosse bêtise / is a book by Desbordes, Astrid. The book is published by Nathan.",,,Local metadata fallback,
8285,Hypersensibles : mieux se comprendre pour s'accepter /,"Aron, Elaine N","Hypersensibles : mieux se comprendre pour s'accepter / is a book by Aron, Elaine N. It is associated with the following themes: Hypersensibilité (psychologie). The book is published by Marabout.",,,Local metadata fallback,
8286,5 ingrédients : rapide & facile /,"Oliver, Jamie","5 ingrédients : rapide & facile / is a book by Oliver, Jamie. It is associated with the following themes: Cuisine, Guides pratiques. The book is published by Hachette pratique.",,,Local metadata fallback,
8287,Mon tour de manège : roman /,"Legardinier, Gilles 1965-....","Mon tour de manège : roman / is a book by Legardinier, Gilles 1965-..... It is associated with the following themes: Roman français, Roman. The book is published by Flammarion.",,,Local metadata fallback,
8288,"""J'ai tout essayé""! : opposition, pleurs et crises de rage : traverser sans dommage la période de 1 à 5 ans /","Filliozat, Isabelle","""J'ai tout essayé""! : opposition, pleurs et crises de rage : traverser sans dommage la période de 1 à 5 ans / is a book by Filliozat, Isabelle. It is associated with the following themes: éducation--petite enfance--* psychologie de l'éducation, éducation--petit enfant. The book is published by Lattès.",,,Local metadata fallback,
8289,"Le guide Fleurus du tricot : 100 points, 25 modèles /","Crompton, Claire","Le guide Fleurus du tricot : 100 points, 25 modèles / is a book by Crompton, Claire. It is associated with the following themes: tricot--[manuel]. The book is published by Fleurus.",,,Local metadata fallback,
8290,Sur les pas des Huguenots et des Vaudois du Piémont en Pays de Vaud /,"Nora, Marie","Sur les pas des Huguenots et des Vaudois du Piémont en Pays de Vaud / is a book by Nora, Marie. It is associated with the following themes: Huguenots--Vaud (Suisse), Randonnées historiques--Vaud (Suisse). The book is published by CFPS Le Repuis; Association vaudoise des amis du Sentiers des Huguenots et des Vaudois du Piémont.",,,Local metadata fallback,
8291,Les dignitaires de l'église Notre-Dame de Lausanne jusqu'en 1536 /,"Reymond, Maxime, 1872-1951","Les dignitaires de l'église Notre-Dame de Lausanne jusqu'en 1536 / is a book by Reymond, Maxime, 1872-1951. It is associated with the following themes: Geschichte, Kirchengeschichte, Geistlicher, Genealogie, Lausanne (Suisse, diocèse, VD)--origines / 1536. The book is published by G Bridel.",,,Local metadata fallback,
8292,"Créer un jardin-forêt comestible : conception, implantation, entretien /","Elger, Robert","Créer un jardin-forêt comestible : conception, implantation, entretien / is a book by Elger, Robert. It is associated with the following themes: Jardins-forêts, Guides pratiques. The book is published by Rustica.",,,Local metadata fallback,
8293,"Tout dans un plat, et juste au four ! /","Thomann, Sandra VNV","Tout dans un plat, et juste au four ! / is a book by Thomann, Sandra VNV. It is associated with the following themes: Cuisine, Cuisine rapide. The book is published by Larousse.",,,Local metadata fallback,
8294,Marrakech : Montagnes du Haut Atlas et Essaouira : 2024-2025,,"Marrakech : Montagnes du Haut Atlas et Essaouira : 2024-2025 is a book from the catalog. It is associated with the following themes: Marrakech (Maroc), Essaouira (Maroc, région), Haut-Atlas (Maroc, chaîne) - ouest, [Guides touristiques et de visite]. The book is published by Hachette Livre.",,,Local metadata fallback,
8295,Au fil des saisons /,"Godwin, Jane","Au fil des saisons / is a book by Godwin, Jane. It is associated with the following themes: Nature--Variations saisonnières, Mois, Saisons, Livres d'images. The book is published by Circonflexe.",,,Local metadata fallback,
8296,Gestion du risque & introduction aux assurances /,"Wagner, Joël","Gestion du risque & introduction aux assurances / is a book by Wagner, Joël. It is associated with the following themes: Gestion du risque, Assurances. The book is published by EPFL Press.",,,Local metadata fallback,
8297,Tahiti et la Polynésie française /,,Tahiti et la Polynésie française / is a book from the catalog. It is associated with the following themes: Tahiti (France)--Guides touristiques et de visite. The book is published by Lonely planet.,,,Local metadata fallback,
8298,La Suisse encerclée : la neutralité armée suisse durant la Deuxième Guerre mondiale /,"Halbrook, Stephen P","La Suisse encerclée : la neutralité armée suisse durant la Deuxième Guerre mondiale / is a book by Halbrook, Stephen P. It is associated with the following themes: neutralité--Suisse--guerre mondiale 2, Allemagne--Suisse--1933 / 1946. The book is published by Slatkine.",,,Local metadata fallback,
8299,Bleu : histoire d'une couleur /,"Pastoureau, Michel","Bleu : histoire d'une couleur / is a book by Pastoureau, Michel. It is associated with the following themes: Bleu--Histoire, Couleur (art)--Histoire, Couleurs--Aspect symbolique. The book is published by Points.",,,Local metadata fallback,
8300,Cinq méditations sur la mort : autrement dit sur la vie /,"Cheng, François","Cinq méditations sur la mort : autrement dit sur la vie / is a book by Cheng, François. It is associated with the following themes: Méditations, Mort. The book is published by Albin Michel.",,,Local metadata fallback,
8301,Les mots sont des fenêtres (ou bien ce sont des murs) : introduction à la Communication NonViolente /,"Rosenberg, Marshall B.","Les mots sont des fenêtres (ou bien ce sont des murs) : introduction à la Communication NonViolente / is a book by Rosenberg, Marshall B.. It is associated with the following themes: Non-violence, Relations humaines, Communication interpersonnelle. The book is published by La Découverte.",,,Local metadata fallback,
8302,Traverser le conflit : coopération et communication non violente /,"Erard, Anne-Gaël","Traverser le conflit : coopération et communication non violente / is a book by Erard, Anne-Gaël. It is associated with the following themes: Conflit (psychologie), Communication non violente, Gestion des conflits, Non-violence, Communication interpersonnelle. The book is published by Chronique sociale.",,,Local metadata fallback,
8303,Quelque chose du Japon /,"Genova, Angelo Di","Quelque chose du Japon / is a book by Genova, Angelo Di. It is associated with the following themes: Japon--Guides touristiques et de visite. The book is published by Nanika.",,,Local metadata fallback,
8304,Les ressources de la fratrie /,,Les ressources de la fratrie / is a book from the catalog. It is associated with the following themes: fratrie--relations familiales--thérapie familiale--[études diverses]. The book is published by Erès.,,,Local metadata fallback,
8305,L'Asperger au féminin /,"Simone, Rudy","L'Asperger au féminin / is a book by Simone, Rudy. It is associated with the following themes: Syndrome d'Asperger, Femmes--Maladies. The book is published by De Boeck supérieur.",,,Local metadata fallback,
8306,Le triangle dramatique : comment passer de la manipulation à la compassion et au bien-être relationnel /,"Karpman, Stephen B.","Le triangle dramatique : comment passer de la manipulation à la compassion et au bien-être relationnel / is a book by Karpman, Stephen B.. It is associated with the following themes: Communication--Psychologie, Manipulation (psychologie). The book is published by InterEdition.",,,Local metadata fallback,
